"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL1392445";"";"None";"232.24";"0";"2.84";"SID14723599";"O=C1c2ccccc2-c2nc3ccccc3nc21";"EC50";"'>'";"116147.0";"nM";"";"Outside typical range";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1613993";"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL3334820";"";"None";"424.97";"0";"2.70";"24";"CC(C)[C@@H](NC(=O)C[C@H](C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3366540";"Transactivation of human full-length PXR transfected in human HepG2 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351798";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL1383935";"";"None";"319.79";"0";"2.17";"SID47201487";"Cn1c(C(=O)N2CCC(C(N)=O)CC2)cc2cc(Cl)ccc21";"EC50";"'>'";"116217.0";"nM";"";"Outside typical range";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1613993";"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1336615";"";"None";"378.21";"0";"4.07";"SID24791527";"O=c1nc(Nc2ccc(Br)cc2)sc2ccc([N+](=O)[O-])cc12";"EC50";"'>'";"116116.0";"nM";"";"Outside typical range";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1613993";"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1561576";"";"None";"313.23";"0";"2.62";"SID17513519";"O=[N+]([O-])c1cc(-c2nc(-c3ccncc3)no2)cc([N+](=O)[O-])c1";"EC50";"'='";"110375.0";"nM";"";"Outside typical range";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1613993";"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1337776";"";"None";"315.29";"0";"2.08";"SID17413240";"COc1cccc(C(=O)O/N=C(\N)c2ccc([N+](=O)[O-])cc2)c1";"EC50";"'>'";"116240.0";"nM";"";"Outside typical range";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1613993";"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL3126841";"";"None";"673.88";"2";"5.08";"60";"CCN1CC2CCC(C1)N2C(=O)C12CC1c1cc(OC)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)N(C)C)cc3n1C2";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3128699";"Transactivation of human PXR expressed in human HepG2 cells by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124792";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL3126837";"";"None";"645.83";"1";"4.35";"32";"COc1ccc2c(c1)C1CC1(C(=O)N1C3CCC1CNC3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21";"EC50";"'='";"9000.0";"nM";"5.05";"";"";"UO_0000065";"7.81";"0.15";"0.70";"4.47";"0";"CHEMBL3128699";"Transactivation of human PXR expressed in human HepG2 cells by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124792";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL3126835";"";"None";"659.85";"1";"4.69";"56";"CCN1CC2CC(C1)N2C(=O)[C@]12C[C@H]1c1cc(OC)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)N(C)C)cc3n1C2";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3128699";"Transactivation of human PXR expressed in human HepG2 cells by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124792";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL3126657";"";"None";"631.80";"1";"3.96";"53";"COc1ccc2c(c1)C1CC1(C(=O)N1C3CNCC1C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3128699";"Transactivation of human PXR expressed in human HepG2 cells by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124792";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL3695718";"";"None";"299.40";"0";"3.29";"7";"Cc1nc(C)c(CNc2cc(C3CC3)nc3ccnn23)s1";"EC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3750579";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745609";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";""
"CHEMBL3598044";"";"None";"516.03";"2";"6.34";"4g";"[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1OCC1CCC1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3599141";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596090";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL37161";"FENBENDAZOLE";"-1.0";"299.36";"0";"3.89";"Fenbendazole";"COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1";"EC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531531";"Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL3189011";"";"None";"386.58";"1";"5.87";"Testosterone Isocaproate";"CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C";"EC50";"'='";"28200.0";"nM";"4.55";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531532";"Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL2146123";"METHACYCLINE HYDROCHLORIDE";"4.0";"478.89";"1";"-0.44";"Methacycline Hydrochloride";"C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl";"EC50";"'='";"12600.0";"nM";"4.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531532";"Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL3598075";"";"None";"539.07";"2";"6.00";"5l";"[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C2CC2)cc1N1CC2CC2C1";"EC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"11.28";"0.22";"0.05";"8.58";"0";"CHEMBL3599141";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596090";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL4435054";"";"None";"484.57";"0";"4.81";"32";"CC(C)N(C)Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1";"EC50";"'='";"4100.0";"nM";"5.39";"";"";"UO_0000065";"11.12";"0.23";"0.58";"7.25";"0";"CHEMBL4415866";"Agonist activity at PXR in human DPX2 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414586";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL4455081";"";"None";"460.70";"1";"7.90";"2";"Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C(=O)O)O2";"EC50";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"11.90";"0.23";"-2.42";"8.21";"0";"CHEMBL4404931";"Agonist activity at His-tagged PXR-LBD/SRC-1p (unknown origin) expressed in Escherichia coli BL21(DE3) by coactivator recruitment based Alpha-screen assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402582";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";""
"CHEMBL1096830";"";"None";"427.35";"0";"4.98";"15";"COC(=O)c1cc(F)c(-c2c(=O)ccn3c(-c4ccc(F)cc4F)cccc23)c(F)c1";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1112965";"Activation of PXR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1098822";"";"None";"437.35";"1";"5.24";"18";"O=c1ccn2c(-c3ccc(F)cc3F)cccc2c1-c1c(F)cc(-c2nnco2)cc1F";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1112965";"Activation of PXR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL3092204";"";"None";"565.04";"1";"4.22";"10";"CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(Cl)c1";"EC50";"'='";"10800.0";"nM";"4.97";"";"";"UO_0000065";"8.79";"0.19";"0.75";"5.41";"0";"CHEMBL3096556";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091454";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";""
"CHEMBL374478";"RIFAMPIN";"4.0";"822.95";"3";"4.34";"RIFAMPIN";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"EC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"7.24";"0.14";"1.62";"2.71";"0";"CHEMBL3784294";"Agonist activity at human PXR transfected in HEK293 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3779847";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307715";"";""
"CHEMBL3596276";"";"None";"438.89";"1";"5.49";"24";"O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3c2CCCC3)c(F)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3600180";"Agonist activity at GAL4-fused human PXR expressed in HEK293T cells assessed as activation of basal transcriptional activity after 20 hrs by dual-glo luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596163";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3706569";"";""
"CHEMBL3092202";"";"None";"565.04";"1";"4.22";"8";"CS(=O)(=O)c1ccc(Cl)c(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c1";"EC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"9.86";"0.21";"1.35";"6.06";"0";"CHEMBL3096556";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091454";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";""
"CHEMBL458774";"";"None";"387.40";"0";"4.64";"9b";"O=C(Nc1ccc2c(c1)ncn2Cc1ccccc1)Nc1ccccc1[N+](=O)[O-]";"EC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL975041";"Agonist activity at human pregnane X receptor expressed in HGPXR reporter cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157161";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL1726";"NISOLDIPINE";"4.0";"388.42";"0";"3.20";"Nisoldipine";"COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]";"EC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531531";"Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL98";"VORINOSTAT";"4.0";"264.32";"0";"2.47";"SAHA";"O=C(CCCCCCC(=O)Nc1ccccc1)NO";"EC50";"'='";"35500.0";"nM";"4.45";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531531";"Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL3189011";"";"None";"386.58";"1";"5.87";"Testosterone Isocaproate";"CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C";"EC50";"'='";"31600.0";"nM";"4.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531531";"Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL413";"SIROLIMUS";"4.0";"914.19";"3";"6.18";"Rapamycin";"CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C";"EC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531532";"Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL1200402";"AMLODIPINE BESYLATE";"4.0";"567.06";"0";"2.27";"Amlodipine Besylate";"CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1";"EC50";"'='";"31600.0";"nM";"4.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531532";"Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL1617";"RIFAXIMIN";"4.0";"785.89";"3";"6.16";"Rifaximin";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"EC50";"'='";"14100.0";"nM";"4.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531532";"Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL1617";"RIFAXIMIN";"4.0";"785.89";"3";"6.16";"rifaximin";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"EC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"6.87";"0.13";"-0.76";"2.72";"0";"CHEMBL3123846";"Agonist activity at human full-length PXR transfected in human HepG2 cells co-transfected with pSG5-RXR assessed as induction of transactivation by dual-luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3120121";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL2180905";"";"None";"548.58";"1";"3.71";"19";"CS(=O)(=O)c1ccc(F)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1";"EC50";"'='";"430.0";"nM";"6.37";"";"";"UO_0000065";"11.61";"0.24";"2.66";"6.93";"0";"CHEMBL2186894";"Activation of PXR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176883";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL4105356";"";"None";"359.44";"0";"2.23";"5e; 5f";"O=C(CC1(c2ccc(F)cc2)C2CC3CC1CC(O)(C3)C2)N1CC(O)C1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4016343";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014336";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
