comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3
1955105,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccncc23)cc1,C21H11ClF3N3O3,CHEMBL3598144,-75.0,,,
1955109,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)cc1O,C22H12ClF3N2O4,CHEMBL3598148,-99.0,,,
1955110,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)c(F)c1,C22H11ClF4N2O3,CHEMBL3598149,-99.0,,,
1955111,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(C2=CCC(C(=O)O)CC2)c2ccccn12,C22H16ClF3N2O3,CHEMBL3598150,-99.0,,,
1955112,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc([C@H]2CC[C@H](C(=O)O)CC2)c2ccccn12,C22H18ClF3N2O3,CHEMBL3598151,-90.0,,,
1955113,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc([C@H]2CC[C@@H](C(=O)O)CC2)c2ccccn12,C22H18ClF3N2O3,CHEMBL3598152,-73.0,,,
1955114,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(N2CCC(C(=O)O)CC2)c2ccccn12,C21H17ClF3N3O3,CHEMBL3598153,-94.0,,,
1955115,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(N2CCC(O)(C(=O)O)CC2)c2ccccn12,C21H17ClF3N3O4,CHEMBL3598154,-56.0,,,
1955116,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(N2CC[C@H](C(=O)O)[C@@H](O)C2)c2ccccn12,C21H17ClF3N3O4,CHEMBL3598155,-95.0,,,
1963635,%,Efficacy,,BAO_0000656,Efficacy,1517040,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3619499,10.1016/j.bmcl.2015.08.028,26321361,CHEMBL3616373,Identification of N-sulfonyl-tetrahydroquinolines as RORc inverse agonists.,PUBLICATION,"A high-throughput screen of the Genentech/Roche compound collection using a retinoic acid receptor-related orphan receptor C (RORc, RORγ, or NR1F3) biochemical assay revealed a N-sulfonyl-tetrahydroquinoline hit. Herein, we describe the hit-to-lead optimization and structure-activity relationships of these tetrahydroquinoline RORc inverse agonists. Through iterative synthesis and analog design, we identified compounds with improved biochemical RORc inverse agonist activity and RORc cellular potencies. These improved N-sulfonyl-tetrahydroquinoline compounds also exhibited selectivity for RORc over other nuclear receptors.",,O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccccc1)CCC2)c1c(F)cccc1F,C22H18F2N2O3S,CHEMBL3617293,-91.0,,,
1963636,%,Efficacy,,BAO_0000656,Efficacy,1517040,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3619499,10.1016/j.bmcl.2015.08.028,26321361,CHEMBL3616373,Identification of N-sulfonyl-tetrahydroquinolines as RORc inverse agonists.,PUBLICATION,"A high-throughput screen of the Genentech/Roche compound collection using a retinoic acid receptor-related orphan receptor C (RORc, RORγ, or NR1F3) biochemical assay revealed a N-sulfonyl-tetrahydroquinoline hit. Herein, we describe the hit-to-lead optimization and structure-activity relationships of these tetrahydroquinoline RORc inverse agonists. Through iterative synthesis and analog design, we identified compounds with improved biochemical RORc inverse agonist activity and RORc cellular potencies. These improved N-sulfonyl-tetrahydroquinoline compounds also exhibited selectivity for RORc over other nuclear receptors.",,Cc1ccc(S(=O)(=O)N2CCCc3ccc(NC(=O)c4c(F)cccc4F)cc32)cc1,C23H20F2N2O3S,CHEMBL3617294,-95.0,,,
