./download/egfr.txtEGFRINdb ID	EGFR-IC50	PMID	Journal	Vol & Page	Smiles
EGIN0000044	0.025 µM	16516473	Bioorg Med Chem Lett.	2006 May 15;16(10):2672-6.	C1(CCN(CC1)C(C)C)(N(Cc1c(cc2c(c1)c(ncn2)Nc1cccc(c1F)Cl)OC)C)C(=O)N
EGIN0000045	0.02 µM	16516473	Bioorg Med Chem Lett.	2006 May 15;16(10):2672-6.	C1(CN(C1)C)(N(Cc1c(cc2c(c1)c(ncn2)Nc1cccc(c1F)Cl)OC)C)C(=O)N
EGIN0000046	0.009 µM	16516473	Bioorg Med Chem Lett.	2006 May 15;16(10):2672-6.	C1(CN(C1)C(C)C)(N(Cc1c(cc2c(c1)c(ncn2)Nc1cccc(c1F)Cl)OC)C)C(=O)N
EGIN0000047	0.006 µM	16516473	Bioorg Med Chem Lett.	2006 May 15;16(10):2672-6.	C1(CN(C1)CCOC)(N(Cc1c(cc2c(c1)c(ncn2)Nc1cccc(c1F)Cl)OC)C)C(=O)N
EGIN0000048	6 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1NCc1ccccc1)Oc1c(CN2)cc(cc1)Br
EGIN0000049	8.9 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1NCc1ccccc1)Oc1c(CN2)cc(cc1)F
EGIN0000050	2 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1NCc1ccccc1)Oc1c(CN2)cc(cc1)OC
EGIN0000051	10 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1ccccc1)Oc1c(CN2)cc(cc1)Br
EGIN0000052	7 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1ccccc1)Oc1c(CN2)cc(cc1)F
EGIN0000053	7.5 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1ccccc1)Oc1c(CN2)cc(cc1)OC
EGIN0000054	>10 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1ccc(cc1)Cl)Oc1c(CN2)cc(cc1)F
EGIN0000055	5.8 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1ccc(cc1)Cl)Oc1c(CN2)cc(cc1)OC
EGIN0000056	1 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cc(cc1)Br
EGIN0000057	3.4 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cc(cc1)Cl
EGIN0000058	1.5 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cc(cc1)F
EGIN0000059	3 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)ccc(c1)OC
EGIN0000060	3.1 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cc(cc1)OC
EGIN0000061	2 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(c(cc1)F)Cl)Oc1c(CN2)cc(cc1)Br
EGIN0000062	1 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(c(cc1)F)Cl)Oc1c(CN2)cc(cc1)Cl
EGIN0000063	1 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(c(cc1)F)Cl)Oc1c(CN2)cc(cc1)F
EGIN0000064	1 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(c(cc1)F)Cl)Oc1c(CN2)ccc(c1)OC
EGIN0000065	0.9 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(c(cc1)F)Cl)Oc1c(CN2)cc(cc1)OC
EGIN0000066	2 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)c1ccccc1)Oc1c(CN2)cc(cc1)F
EGIN0000067	>10 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)c1ccccc1)Oc1c(CN2)cc(cc1)OC
EGIN0000068	>10 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)c(ccc1)OC
EGIN0000069	>10 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cc(cc1)OC(F)(F)F
EGIN0000070	1 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cc(cc1)C(=O)O
EGIN0000071	4.4 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(c(cc1)F)Cl)Oc1c(CN2)cc(cc1)C(=O)O
EGIN0000072	1.7 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cc(cc1)N
EGIN0000073	3.7 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(c(cc1)F)Cl)Oc1c(CN2)cc(cc1)N
EGIN0000074	4.1 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cc(cc1)NS(=O)(=O)C
EGIN0000075	>10 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(c(cc1)F)Cl)Oc1c(CN2)cc(cc1)NS(=O)(=O)C
EGIN0000076	5.7 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cc(cc1)NC(=O)C=C
EGIN0000077	4.9 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(c(cc1)F)Cl)Oc1c(CN2)cc(cc1)NC(=O)C=C
EGIN0000078	3.4 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cccc1
EGIN0000079	1.1 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(c(cc1)F)Cl)Oc1c(CN2)cccc1
EGIN0000080	0.34 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cc(c(c1)OC)OC
EGIN0000081	1.2 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(c(cc1)F)Cl)Oc1c(CN2)cc(c(c1)OC)OC
EGIN0000082	6.3 µM	16412636	Bioorg Med Chem Lett.	 2006 Mar 15;16(6):1643-6.	c12c(cccc1Nc1cc(ccc1)Br)Oc1c(CN2)cc(c(c1)OC)OC
EGIN0000083	120 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	CN1CCN(CC[C@@H]2COc3c(O2)cc2c(Nc4c(F)cc(Br)cc4)ncnc2c3)CC1
EGIN0000084	99 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	Fc1c(Nc2ncnc3cc4c(O[C@@H](CCN5CCOCC5)CO4)cc23)ccc(Br)c1
EGIN0000085	122 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	Fc1c(Nc2ncnc3cc4c(O[C@@H](CCC5CCNCC5)CO4)cc23)ccc(Br)c1
EGIN0000086	120 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	CCN(CC)CC[C@@H]1COc2c(O1)cc1c(Nc3c(F)cc(Br)cc3)ncnc1c2
EGIN0000087	36 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	CN1CCN(CC[C@@H]2COc3c(O2)cc2c(Nc4cc(Br)ccc4)ncnc2c3)CC1
EGIN0000088	42 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	Brc1cccc(Nc2ncnc3cc4c(O[C@@H](CCN5CCOCC5)CO4)cc23)c1
EGIN0000089	52 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	Brc1cccc(Nc2ncnc3cc4c(O[C@@H](CCC5CCNCC5)CO4)cc23)c1
EGIN0000090	100 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	OCCN(CCO)CC[C@@H]1COc2c(O1)cc1c(Nc3cc(Br)ccc3)ncnc1c2
EGIN0000091	62 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	Brc1cccc(Nc2ncnc3cc4c(O[C@@H](CCN5CCCC5)CO4)cc23)c1
EGIN0000092	64 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	CN1CCN(CC[C@@H]2COc3c(O2)cc2c(Nc4cc(Cl)ccc4)ncnc2c3)CC1
EGIN0000093	22 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	Clc1cccc(Nc2ncnc3cc4c(O[C@@H](CCN5CCOCC5)CO4)cc23)c1
EGIN0000094	58 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	Clc1cccc(Nc2ncnc3cc4c(O[C@@H](CCC5CCNCC5)CO4)cc23)c1
EGIN0000095	66 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	CCN(CC)CC[C@@H]1COc2c(O1)cc1c(Nc3cc(Cl)ccc3)ncnc1c2
EGIN0000096	70 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	Clc1cccc(Nc2ncnc3cc4c(O[C@@H](CCN5CCCC5)CO4)cc23)c1
EGIN0000097	72 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	CN1CCN(CC[C@@H]2COc3c(O2)cc2c(Nc4cc(Cl)c(F)cc4)ncnc2c3)CC1
EGIN0000098	66 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	Fc1c(Cl)cc(Nc2ncnc3cc4c(O[C@@H](CCN5CCOCC5)CO4)cc23)cc1
EGIN0000099	66 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	Fc1c(Cl)cc(Nc2ncnc3cc4c(O[C@@H](CCC5CCNCC5)CO4)cc23)cc1
EGIN0000100	52 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	OCC[C@@H]1COc2c(O1)cc1c(Nc3cc(Cl)ccc3)ncnc1c2
EGIN0000101	120 nM	21732342	Int J Cancer	2011 Jul 5. doi: 10.1002/ijc.26276	OCC[C@@H]1COc2c(O1)cc1c(Nc3cc(Br)ccc3)ncnc1c2
EGIN0000115	0.83 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)F)C(=S)N)c1cc(c(cc1)C)C
EGIN0000116	1.36 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)Cl)C(=S)N)c1cc(c(cc1)C)C
EGIN0000117	2.17 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)Br)C(=S)N)c1cc(c(cc1)C)C
EGIN0000118	0.34 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)C)C(=S)N)c1cc(c(cc1)C)C
EGIN0000119	0.07 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)OC)C(=S)N)c1cc(c(cc1)C)C
EGIN0000120	0.13 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)O)C(=S)N)c1cc(c(cc1)C)C
EGIN0000121	3.06 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)N(=O)=O)C(=S)N)c1cc(c(cc1)C)C
EGIN0000122	5.19 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1c(cccc1)F)C(=S)N)c1cc(c(cc1)C)C
EGIN0000123	3.87 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1c(cccc1)Cl)C(=S)N)c1cc(c(cc1)C)C
EGIN0000124	4.21 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1c(cccc1)Br)C(=S)N)c1cc(c(cc1)C)C
EGIN0000125	6.27 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)F)C(=S)N)c1cc(c(cc1)Cl)Cl
EGIN0000126	7.32 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)Cl)C(=S)N)c1cc(c(cc1)Cl)Cl
EGIN0000127	6.85 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)Br)C(=S)N)c1cc(c(cc1)Cl)Cl
EGIN0000128	7.38 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)C)C(=S)N)c1cc(c(cc1)Cl)Cl
EGIN0000129	5.74 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)OC)C(=S)N)c1cc(c(cc1)Cl)Cl
EGIN0000130	5.27 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)O)C(=S)N)c1cc(c(cc1)Cl)Cl
EGIN0000131	7.78 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)N(=O)=O)C(=S)N)c1cc(c(cc1)Cl)Cl
EGIN0000132	6.56 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1c(cccc1)F)C(=S)N)c1cc(c(cc1)Cl)Cl
EGIN0000133	7.28 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1c(cccc1)Cl)C(=S)N)c1cc(c(cc1)Cl)Cl
EGIN0000134	6.43 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1c(cccc1)Br)C(=S)N)c1cc(c(cc1)Cl)Cl
EGIN0000135	8.92 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)F)C(=S)N)c1cc(c(cc1)Br)Br
EGIN0000136	8.15 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)Cl)C(=S)N)c1cc(c(cc1)Br)Br
EGIN0000137	10.06 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)Br)C(=S)N)c1cc(c(cc1)Br)Br
EGIN0000138	9.83 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)C)C(=S)N)c1cc(c(cc1)Br)Br
EGIN0000139	8.09 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)OC)C(=S)N)c1cc(c(cc1)Br)Br
EGIN0000140	11.27 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)O)C(=S)N)c1cc(c(cc1)Br)Br
EGIN0000141	10.64 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)N(=O)=O)C(=S)N)c1cc(c(cc1)Br)Br
EGIN0000142	13.37 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1c(cccc1)F)C(=S)N)c1cc(c(cc1)Br)Br
EGIN0000143	12.26 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1c(cccc1)Cl)C(=S)N)c1cc(c(cc1)Br)Br
EGIN0000144	10.97 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1c(cccc1)Br)C(=S)N)c1cc(c(cc1)Br)Br
EGIN0000145	18.35 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)F)C(=O)C)c1cc(c(cc1)Cl)Cl
EGIN0000146	16.14 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)Cl)C(=O)C)c1cc(c(cc1)Cl)Cl
EGIN0000147	18.45 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)Br)C(=O)C)c1cc(c(cc1)Cl)Cl
EGIN0000148	19.32 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)C)C(=O)C)c1cc(c(cc1)Cl)Cl
EGIN0000149	17.19 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)OC)C(=O)C)c1cc(c(cc1)Cl)Cl
EGIN0000150	24.15 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1c(cccc1)Cl)C(=O)C)c1cc(c(cc1)Cl)Cl
EGIN0000151	28.69 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccccc1)C(=O)C)c1cc(c(cc1)Cl)Cl
EGIN0000152	25.47 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1cc(cc(c1)OC)OC)C(=O)C)c1cc(c(cc1)Cl)Cl
EGIN0000153	15.56 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)F)C(=O)C)c1cc(c(cc1)C)C
EGIN0000154	19.73 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)Cl)C(=O)C)c1cc(c(cc1)C)C
EGIN0000155	20.61 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)Br)C(=O)C)c1cc(c(cc1)C)C
EGIN0000156	17.49 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)C)C(=O)C)c1cc(c(cc1)C)C
EGIN0000157	15.24 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccc(cc1)OC)C(=O)C)c1cc(c(cc1)C)C
EGIN0000158	21.48 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1c(cccc1)Cl)C(=O)C)c1cc(c(cc1)C)C
EGIN0000159	20.04 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1ccccc1)C(=O)C)c1cc(c(cc1)C)C
EGIN0000160	17.31 µM	20627597	Bioorg Med Chem.	2010 Jul 1;18(13):4606-14.	C1(=NN([C@@H](C1)c1cc(cc(c1)OC)OC)C(=O)C)c1cc(c(cc1)C)C
EGIN0000208	<0.0015 µM	18667312	Bioorg Med Chem Lett.	2008 November 15; 18(22): 5916–5919	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(ccc1)Br
EGIN0000208	<1 nM	20222733	J. Med. Chem	2010, 53, 2892–2901	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(ccc1)Br
EGIN0000208	0.002 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(ccc1)Br
EGIN0000208	0.036 ± 0.005 nM	17154492	J Med Chem. 	2006 Nov 16;49(23):6642-5.	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(ccc1)Br
EGIN0000208	0.08 nM	18316192	Bioorganic & Medicinal Chemistry	16 (2008) 3482–3488	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(ccc1)Br
EGIN0000208	0.70 ± 0.09 nM 	9751783	Proc Natl Acad Sci U S A	 1998 Sep 29;95(20):12022-7	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(ccc1)Br
EGIN0000208	0.70 nM	10346932	J Med Chem.	1999 May 20;42(10):1803-15.	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(ccc1)Br
EGIN0000208	0.70 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(ccc1)Br
EGIN0000208	0.70 nM	10956451	J Med Chem. 	2000 Aug 10;43(16):3199.	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(ccc1)Br
EGIN0000208	1.69±0.16 nM	20151670	J. Med. Chem	2010, 53, 2038–2050	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(ccc1)Br
EGIN0000208	1.69±1.6 nM	22280453	J. Med. Chem	2012, 55, 2251-2264	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(ccc1)Br
EGIN0000209	45 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(c(cc1)CN(C)C)Br
EGIN0000209	45 nM	10956451	J Med Chem. 	2000 Aug 10;43(16):3199.	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(c(cc1)CN(C)C)Br
EGIN0000210	27 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(c(cc1)OCCN(C)C)Br
EGIN0000210	27 nM	10956451	J Med Chem. 	2000 Aug 10;43(16):3199.	c12c(ccc(c1)NC(=O)C=C)ncnc2Nc1cc(c(cc1)OCCN(C)C)Br
EGIN0000211	1.7 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	O=C(Nc1cc2c(cc1OCCCCC1CCNCC1)ncnc2Nc1cccc(c1)Br)C=C
EGIN0000212	3.6 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	O=C(Nc1cc2c(cc1OCCCO[C@]1(C)CC(=C(C1=O)O)NN1CCOCC1)ncnc2Nc1cccc(c1)Br)C=C
EGIN0000213	3.9 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	O=C(Nc1cc2c(cc1OCCCCN(C)C)ncnc2Nc1cccc(c1)Br)C=C
EGIN0000213	3.9 nM	10956451	J Med Chem. 	2000 Aug 10;43(16):3199.	O=C(Nc1cc2c(cc1OCCCCN(C)C)ncnc2Nc1cccc(c1)Br)C=C
EGIN0000214	3.0 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	O=C(Nc1cc2c(cc1OCCCn1cncc1)ncnc2Nc1cccc(c1)Br)C=C
EGIN0000214	3.0 nM	10956451	J Med Chem. 	2000 Aug 10;43(16):3199.	O=C(Nc1cc2c(cc1OCCCn1cncc1)ncnc2Nc1cccc(c1)Br)C=C
EGIN0000215	0.78 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	O=C(Nc1cc2c(cc1SCCCN(CC)CC)ncnc2Nc1cccc(c1)Br)C=C
EGIN0000215	0.78 nM	10956451	J Med Chem. 	2000 Aug 10;43(16):3199.	O=C(Nc1cc2c(cc1SCCCN(CC)CC)ncnc2Nc1cccc(c1)Br)C=C
EGIN0000216	0.42 nM	10346932	J Med Chem.	1999 May 20;42(10):1803-15.	O=C(Nc1cc2c(cc1)ncnc2Nc1cccc(c1)C)C=C
EGIN0000216	0.42 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	O=C(Nc1cc2c(cc1)ncnc2Nc1cccc(c1)C)C=C
EGIN0000216	0.42 nM	10956451	J Med Chem. 	2000 Aug 10;43(16):3199.	O=C(Nc1cc2c(cc1)ncnc2Nc1cccc(c1)C)C=C
EGIN0000217	2.0 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	O=C(Nc1cc2c(cc1OCCCCC1CCNCC1)ncnc2Nc1cccc(c1)C)C=C
EGIN0000218	1.5 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	O=C(Nc1cc2c(cc1OCCCO[C@]1(C)CC(=C(C1=O)O)NN1CCOCC1)ncnc2Nc1cccc(c1)C)C=C
EGIN0000219	0.69 nM	10346932	J Med Chem.	1999 May 20;42(10):1803-15.	O=C(Nc1cc2c(cc1)ncnc2Nc1ccc(c(c1)Br)F)C=C
EGIN0000219	0.69 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	O=C(Nc1cc2c(cc1)ncnc2Nc1ccc(c(c1)Br)F)C=C
EGIN0000219	0.69 nM	10956451	J Med Chem. 	2000 Aug 10;43(16):3199.	O=C(Nc1cc2c(cc1)ncnc2Nc1ccc(c(c1)Br)F)C=C
EGIN0000220	1.8 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	O=C(Nc1cc2c(cc1OCCCO[C@]1(C)CC(=C(C1=O)O)NN1CCOCC1)ncnc2Nc1ccc(c(c1)Br)F)C=C
EGIN0000221	0.75 nM	10346932	J Med Chem.	1999 May 20;42(10):1803-15.	O=C(Nc1cc2c(cc1)ncnc2Nc1ccc(c(c1)Cl)F)C=C
EGIN0000221	0.75 nM	10753475	J Med Chem.	2000 Apr 6;43(7):1380-97	O=C(Nc1cc2c(cc1)ncnc2Nc1ccc(c(c1)Cl)F)C=C
EGIN0000221	0.75 nM	10956451	J Med Chem. 	2000 Aug 10;43(16):3199.	O=C(Nc1cc2c(cc1)ncnc2Nc1ccc(c(c1)Cl)F)C=C
